book_id,title,author,date,categorized_subject,description,preface
hous,The House Servant's Directory,['Robert. Roberts'],1827,American,"Complete title: The House Servant's Directory, or A Monitor for Private Families: Comprising Hints on the Arrangement and Performance of Servants' Work, with General Rules for Setting Out Tables and Sideboards in First Order; the Art of Waiting in all its Branches; and Likewise How to Conduct Large and Small Parties with Order; with General Directions for Placing on Table All Kinds of Joints, Fish, Fowl, &c. with Full Instructions for Cleaning Plate, Brass, Steel, Glass, Mahogany; and Likewise All Kinds of Patent and Common Lamps: Observations on Servants' Behaviour to their Employers; and Upwards of 100 Various and Useful Receipts, Chiefly Compiled for the Use of House Servants; and Identically Made to Suit the Manners and Customs of Families in the United States.",
ital,The Italian Cook Book: The Art of Eating Well,['Maria Gentile'],1919,American,"Complete title: The Italian Cook Book: The Art of Eating Well. Practical Recipes of the Italian Cuisine: Pastries, Sweets, Frozen Delicacies, and Syrups.","PREFACE One of the beneficial results of the Great War has been the teaching of thrift to the American housewife. For patriotic reasons and for reasons of economy, more attention has been bestowed upon the preparing and cooking of food that is to be at once palatable, nourishing and economical. In the Italian cuisine we find in the highest degree these three qualities. That it is palatable, all those who have partaken of food in an Italian trattoria It has therefore been thought that a book of PRACTICAL RECIPES OF THE ITALIAN CUISINE could be offered to the American public with hope of success. It is not a pretentious book, and the recipes have been made as clear and simple as possible. Some of the dishes described are not peculiar to Italy. All, however, are representative of the Cucina Casalinga"
jenn,Jennie June's American Cookery Book,['Jane Cunningham Croly'],1866,American,"Complete title: Jennie June's American Cookery Book, Containing Upwards of Twelve Hundred Choice and Carefully Tested Receipts; Embracing All the Popular Dishes, and the Best Results of Modern Science, Reduced to a Simple and Practical Form. Also, a Chapter for Invalids, for Infants, one on Jewish Cookery; and a Variety of Miscellaneous Recipts of Special Value to Housekeepers Generally.","TO THE READER A NEW edition gives me the opportunity to add a chapter to this little work, which, I hope, will give it additional interest and value, and also to offer a word of apology and explanation to my readers. A longer experience has demonstrated one error, which is of such importance to young mothers that I desire to correct it here. This is in regard to diluting pure. All that I have to say in regard to the receipts contained in the additional chapter is, that they are genuine, and were obtained directly, excepting in one instance, (where it was furnished by a friend,) from the parties themselves. All that I have to beg of young housekeepers is, that they will try them with their own hands, and not turn them over to the tender mercies of Bridget. It is not the personal extravagance of American women that is sapping the foundation of American homes. It is the disintegrating quality of our domestic service. JENNIE JUNE CROLY."
lady,The Lady's Receipt-Book; a Useful Companion for Large or Small Families,['Eliza Leslie'],1846,American,"Complete title: The Lady's Receipt-Book; a Useful Companion for Large or Small Families. By Miss Leslie. Being a Sequel to her Former Work on Domestic Cookery; comprising New and Approved Directions for Preparing Soups, Fish, Meats, Vegetables, Poultry, Game, Pies, Puddings, Cakes, Confectionary, Sweetmeats, Jellies, &c. Also, a List of Dishes for Breakfast, Dinner, and Supper Tables.","PREFACE. THE present volume is designed as a sequel to my book, entitled ""Directions for cookery in all its Branches."" Since the first appearance of that work, I have introduced into the new editions so many improvements and additional receipts that its size can no longer be conveniently increased. While obtaining fresh accessions of valuable knowledge on this and other subjects connected with the domestic improvement of my young countrywomen, I have been induced to note down, as they presented themselves, these new items of information. And I now offer them, arranged in due form, to that most efficient of all patrons, the public. Families who possess the means and the inclination to keep an excellent table, and to entertain their guests in a handsome and liberal manner, will, most probably, find in this book and its predecessor all that may be wanted for such purposes. A large number of these new receipts are of French origin; obtained from French cooks, or from persons instructed by them. And I have endeavoured to ELIZA LESLIE. Philadelphia, Oct. th,"
ldnw,"The ladies' new book of cookery : a practical system for private families in town and country; with directions for carving, and arranging the table for parties, etc Also, preparations of food for invalids and for children",['Sarah Josepha Buell Hale'],1852,American,"General Directions for Soups and Stock. Meat Soups, Soups of Poultry, Game, and Fish Soups, Vegetable Soups and Brothes. Fish - General Directions. Fish - Cooking Cod, Salmon, Mackerel, Shad, Haddock, Sturgeon, Halibut, Trout, Perch, Small Fish, &c. Shell-Fish - Lobster, Crab, Terrapin, Oysters. Rudiments of Meat Cookery. Beef. Veal. Mutton. Lamb. Venison. Pork. Curing Meats, Potting, and Collaring. Poultry. Game and Small Birds. Gravies. Sauces. The Store Closet. Vegtables. Salads, Macaroni, &c. &c. Eggs and Omelettes. Pastry. Puddings. Pancakes, Fritters, &c. Custards, Creams, Ices, Jellies, Blancmange. Preserves, Fruit, Jellies, Marmalade. Cakes. Bread, Breakfast Cakes. Coffee, Tea, Chocolate. Liqueurs and Summer Beverages. Preparations of Food, and Drinks for Invalids. Cookery for Children. The Dairy. Hints for a Houshold. Dinner Parties and Carving.","PREFACE. COOKERY is an Art belonging to woman's department of knowledge; its importance can hardly be over-estimated, because it acts directly on human health, comfort, and improvement. When studied, as it ought always to be, for the sake of the duties involved, it is an Art that confers great honor on those who understand its principles, and make it the medium of social and domestic happiness. The TABLE, if wisely ordered, with economy, skill and taste, is the central attraction of HOME; the Lady who presides there, with kindness, carefulness and dignity, receives homage from the Master of the House, when he places at her disposal the wealth for which he toils. The husband earns, the wife dispenses; are not her duties as important as his? If this truth were acknowledged and acted upon, by giving the Science of Domestic Economy a prominent place in Seminaries for Female Education, we should soon witness great improvements in household management. There are encouraging signs of reform;--some of the most esteemed among our lady writers have devoted their talents to the illustration of these home duties; the cookery books of Mrs. Child, Miss Leslie, Miss Beecher, and others, have done much for the cause of Domestic Economy. Still it appeared to me that a ""new book"" on this science, combining features not hitherto included in any work of the kind, was needed. Some of these new features are the following: In this work the true relations of food to health are set forth, and good ""Preparations of Food for the Sick"" have been carefully attended to, and many new and excellent receipts introduced. ""Cookery for Children"" is an entirely new feature in a work of this kind, and of much importance. A greater variety of receipts, for preparing Fish, Vegetables and Soups, As our Republic is made up from the people of all lands, so we have gathered the best receipts from the Domestic Economy of the different nations of the Old World; emigrants from each country will, in this ""New Book of Cookery,"" find the method of preparing their favorite dishes. The prominent features are, however, American; my own experience and studies gave some peculiar advantages in understanding ""household good;""--and then I have been favored by ladies, famed for their excellent housekeeping, with large collections of original receipts, which these ladies had tested in their own families. I feel, therefore, confident that this ""New Book"" will be approved. It has been my aim to give all directions in a concise, straight-forward manner, and so vary the receipts and modes, that every American household may model its management, to advantage, from the instructions. A glance at the copious Index will give some idea of the variety of information the volume contains. S.J.H. Philadelphia, July 1st, 1852. *"
linc,Mrs Lincoln's Boston Cook Book What to Do and What Not to Do in Cooking,['Mary Johnson Lincoln'],1884,American,"Introduction. Bread and Bread Making. Receipts for Yeast and Bread. Raised Biscuit, Rolls, etc. Stale Bread, Toast, etc. Soda Biscuit, Muffins, Gems, etc. Waffles and Griddle-Cakes. Fried Muffins, Fritters, Doughnuts, etc. Oatmeal and other Grains. Beverages. Soup and Stock. Soup without Stock. Fish. Shell Fish. Meat and Fish Sauces. Eggs. Meat. Beef. Mutton and Lamb. Veal. Pork. Poultry and Game. Entrées and Meat Réchauffé. Sundries. Vegetables. Rice and Macaroni. Salads. Pastry and Pies. Pudding Sauces. Hot Puddings. Custards, Jellies, and Creams. Ice-Cream and Sherbet. Cake. Fruit. Cooking for Invalids. Miscellaneous Hints. The Dining-Room. The Care of Kitchen Utensils. An Outline of Study for Teachers. Suggestions to Teachers. A Course of Study for Normal Pupils. Miscellaneous Questions for Examination. Topics and Illustrations for Lectures on Cookery. Course of Instruction at the Boston Cooking-School. Explanation of Terms used in Cookery. List of Utensils needed in a Cooking-School.","PREFACE. To compile a book which shall be not only a collection of receipts, given briefly for the experienced housekeeper and with sufficient clearness for the beginner, but which shall also embody enough of physiology, and of the chemistry and philosophy of food, to make every principle intelligible to a child and interesting to the mature mind; which shall serve equally well for the cook in the kitchen, the pupil in the school-room, and the teacher in the normal class,--is a difficult task. Yet the need of a book of moderate cost, containing in a reasonably small compass all this and much more, has been seriously felt by all who are engaged in teaching cookery. Moreover, there is a special reason for the publication of this work. It is undertaken at the urgent request of the pupils of the Boston Cooking School, who have desired that the receipts and lessons given during the last four years in that institution should be arranged in a permanent form. To one who from childhood has been trained in all details of housework, learning by observation or by actual experience much that it is impossible to receive from books, the amount of ignorance shown by many women is surprising. That a person of ordinary intelligence presiding over her household can be satisfied with only a vague conception of the common domestic methods, or that any true woman can see anything degrading in any labor necessary for the highest physical condition of her Happily, popular opinion now decides that no young lady's education is complete without a course of training in one or more branches of domestic work. And those who are not so fortunate as to have the best of all training--that of actual work under a wise and competent mother--gladly resort to the cooking-schools for instruction. In compiling these receipts for use in a school and in the family, several things were demanded. In a school of pupils from every class and station in life, a great variety of receipts is desirable. They must be clear, but concise, for those who are already well grounded in first principles. They must be explained, illustrated, and reiterated for the inexperienced and the careless. They must have a word of caution for those who seem always to have the knack of doing the wrong thing. They must include the most healthful foods for those who have been made ill by improper food; the cheapest as well as the most nutritious, for the laboring class; the richest and most elaborately prepared, for those who can afford them physically as well as pecuniarily. These receipts are not a mere compilation. A large portion have accumulated during a long period of house-keeping; and many have been received from friends who are practical housekeepers. Others have been taken from standard authorities on cooking; and all have been frequently and thoroughly tested by pupils under the eye of the author. As far as possible, acknowledgement has been made for the receipts received. Where changes and improvements have been made, or where there were many authorities for the same formula, no credit has been given. Some cook-books presuppose the presence of an assistant; but as three fourths of the women in this country It is proverbial that young housekeepers are often greatly perplexed in attempting to provide little enough for only two. For their benefit many of our receipts are prepared on a scale of smaller measurements. The materials to be used are given in the order in which they are to be put together. They are arranged in columns, where the eye may catch them readily, or in italics Every caution or suggestion has been given at the request of some pupil who failed to find in other books just what she needed; or because, in the experience of teaching, it has been shown that, unless forewarned, pupils inevitably make certain mistakes. Many subjects which in other books are omitted or given briefly, will be found to have received here an extensive treatment, because they have seemed of paramount importance. All the chemical and physiological knowledge that is necessary for a clear understanding of the laws of health, so far as they are involved in the science of cookery, is given in this book. Nine tenths of the women who go through a scientific course in seminaries never put any of the knowledge gained into practical use. By the time they have occasion to use such knowledge in their own homes, the Chemistry and Physiology have been relegated to the attic, where they help mice to material for their nests, but help no woman to apply the principles of science upon which the health and welfare of her household largely depend. The statement will appear incredible to most people, and yet it is true, that many women do not know what the simplest things in our daily food are; cannot tell when water boils, or the difference between lamb and veal, lard and drippings. They cannot give the names of kitchen how how not"
mary,The Mary Frances Cook Book or Adventures among the Kitchen People,['Jane Eayre Fryer'],1912,American,"The Kitchen People. Toaster Man. Mary Frances' Mother. Mary Frances Warns the Kitchen Folks. Aunt Maria. Jacket-boiled Potatoes. The Pot-and-Kettle Fight. The Potato Lunch. Mary Frances Gets Breakfast. The Breakfast Burns Up. A Joke on Aunt Maria. The Tramp. Company to Lunch. A Patent Dish-washing. Thimble Biscuits. The Dolls' Kitchen Party. The Sick Neighbor. A Man's Lunch. Poor Blue Pitcher. Mary Frances Gives a Cooking Lesson. The Picnic. The Candy Pull. Getting Ready for a Party. The Tea Party. Mary Frances Gets Dinner. Mother's Surprise. ""Good-Bye, Little Miss"".","DEAR GIRLS: This book tells the story of Mary Frances, a little girl whose great ambition was to help her mother. So anxious was she to do this that even the humble Kitchen People became her teachers and instructors. They talked to her, a thing never heard of before; helped her over the hard places, and explained mysterious secrets she could never otherwise have understood. They wove around a simple little book of recipes her mother had made for her the spell of Fairyland; they led her through a series of delightful adventures such as never happened to any girl before, in which she lived for three whole happy weeks, and out of which she emerged no longer a little girl, but a real little woman. Some very wise people would call this a story book, some a manual training book, and others a cookery book, but Mary Frances knows better; she An illustration of a young girl looking out of an open window forms the lower border of the page, while the curtain of the same window creates a border to the right. An illustration of a letter lying near an opened envelope, surrounded by a thin black border. In the hope that Mary Frances' wish may be realized, this record of her adventures is sent out to the girls of America with the best wishes of THE AUTHOR. A seated girl holds a large book open on her lap and smiles at four smaller children, who are gathered around looking up at her expectantly. The illustration is surrounded by a thin black border."
matf,Mary at the Farm and Book of Recipes,['Edith M. Thomas'],1915,American,"Complete title: Mary at the Farm and Book of Recipes Compiled During Her Visit Among the ""Pennsylvania Germans""","PREFACE The incidents narrated in this book are based on fact, and, while not absolutely true in every particular, the characters are all drawn from real life. The photographs are true likenesses of the people they are supposed to represent, and, while in some instances the correct names are not given (for reasons which the reader will readily understand), the various scenes, relics, etc., are true historically and geographically. The places described can be easily recognized by any one who has ever visited the section of Pennsylvania in which the plot (if it can really be called a plot) of the story is laid. Many of the recipes given Mary by Pennsylvania German housewives, noted for the excellence of their cooking, have never appeared in print. THE AUTHOR."
miss,Miss Parloa's New Cook Book and Marketing Guide,['Maria Parloa'],1882,American,Marketing; Groceries; Care of Food; Kitchen Furnishing; Soups; Fish; Meats; Poulty and Game; Entrees; Salads; Meat and Fish Sauces; Force-Meat and Garnishes; Vegetables; Pies and Puddings; Dessert; Cake; Preserving; Pickles and Ketchup; Potting; Breakfast and Tea; Economical Dishes; Bread; Drinks; How to do Various Things; Bills of Fare,"PREFACE. When the author wrote the Appledore Cook Book, nine years ago, she had seen so many failures and so much consequent mortification and dissatisfaction as to determine her to give those minute directions which were so often wanting in cook-books, and without which success in preparing dishes was for many a person unattainable. It seemed then unwise to leave much to the cook's judgment; and experience in lecturing and in teaching in her school since that time has satisfied the author that what was given in her first literary work was what was needed. In this book an endeavor has been made to again supply what is desired: to have the directions and descriptions clear, complete and concise. Especially has this been the case in the chapter on Marketing. Much more of interest might have been written, but the hope which led to brevity was that the few pages devoted to remarks on that important household duty, and which contain about all that the average cook or housekeeper cares and needs to know, will be carefully read. It is believed that there is much in them of considerable value to those whose knowledge of meats, fish and vegetables is not extensive; much that would help to an intelligent selection of the best provisions. Of the hundredes of recipes in the volume only a few were not prepared especially for it, and nearly all of these were taken by the author from her other books. Many in the chapters on Preserving and Pickling were contributed by Mrs. E. C. After much consideration it was decided to be right to call particular attention in different parts of the book to certain manufactured articles. Lest her motive should be misconstrued, or unfair criticisms be made, the author would state that there is not a word of praise which is not merited, and that every line of commendation appears utterly without the solicitation, suggestion or knowledge"
neig,The Neighborhood Cook Book,['Council of Jewish Women'],1914,American,"Appetizers. Beverages, Hot and Cold. Breakfast Dishes. Bread, Biscuits, etc. Cakes. Canning. Confectionary. Coffee Cake or Kuchen. Cookies. Desserts. Directions for Serving Dinner. Entrees. Fish. Fillings and Icings for Cakes. Game. Household Hints. Ice Cream and Frozen Dainties. Invalid Cookery. Jellies, Jams, Preserves and Marmalades. Meats. Pastries and Pies. Pickles. Poultry. Puddings and Desserts. Salads and Dressings. Sandwiches. Sauces for Fish and Meats. Sauces for Puddings. Shell Fish and Shell Fish Entrees. Soups and Ingredients. Vegetables. Wines and their proper usage.","The first edition of the Neighborhood Cook Book was issued in December, 1912, and exhausted within ten months. So great has been the demand from all parts of the United States, that the Council decided to issue a second edition in 1914. The book has been revised and enlarged, many choice recipes being added, and we hope for its continued success. FLORA K. LIPPITT"
notm,"The Cook Not Mad, or Rational Cookerytogether with sundry Miscellaneous kinds of information, of importance to housekeepers in general, nearly all tested by experience",['Author unknown'],1831,American,"Complete title: The Cook Not Mad, or Rational Cookery; Being a Collection of Original and Selected Receipts, Embracing not only the art of curing various kinds of meats and vegetables for future use, but of Cooking in its general acceptation, to the taste, habits, and degrees of luxury, prevalent with the American Publick, in Town and Country. To which are added, Directions for preparing comforts for the SICK ROOM together with sundry Miscellaneous kinds of information, of importance to housekeepers in general, nearly all tested by experience. [Motto, Gen. Chap. 27, V. 1, 2, 3, 4.]","PREFACE. THE science of domestick economy, especially that division which treats of culinary or kitchen duties, has ever occupied the attention of those who have 'lived by eating,' from the days of hungry Esau, to the present moment. Every nation has its peculiar dishes, mode of cooking former latter A Work on Cookery should be adapted to the meridian in which it is intended to circulate. It is needless to burden a country Cookery Book with receipts for dishes depending entirely upon seaboard markets or which are suitable only to prepare food for the tables of city people, whose habits and customs differ so materially from those living in the country. Still further would the impropriety be carried were we to introduce into a work intended for the American Publick English, French Italian These evils are attepted to be avoided. Good republican dishes Pastry has had more than usual attention, lest, as is common in books of this kind, the good housewife be To meet the objections that may be raised against this little production on the ground of its containing many directions for getting up our most common repasts, let it be remembered that not a few young women enter upon the duties of the wedded life without having been scarcely initiated into the mysteries of the eating department, and therefore to them the most trivial matters on this head become of importance.--The health of a family, in fact, greatly depends upon its cookery. The most wholesome viands may be converted into corroding poisons. Underdone or overdone food in many instances produces acute or morbid affections of the stomach and bowels, which lead to sickness and perhaps death. The curing and preservation of meats, &c. claim no small share of notice, for without proper instructions a well meaning wife, will, to use a homely adage, ""throw more out at the window than the husband can bring in at the door."" A small illustration of a hand pointing to the right. It has not been thought irrelevant to remember the wants of the sick room, so far as to aid the prescriptions of the physician, or indeed to render a call upon him many a time unnecessary. Abstinence from our common fare, and partaking of innocent broths, gruels, total abstinence This small digression will be overlooked in the preface to a system of Cookery which has for its main object the health of its friends. Temperance in the what kind quantity mode of its preparation, It is not required that every particular be attended to in a receipt for cooking. Directions are given according to the taste of writers, or their knowledge of what is approved by others. Both these criteria may be used with freedom when brought into practice, for ""of all sorts is the world made up."" Let every one, therefore, consider the best prescription in Cookery, as nothing more than a basis to be followed to the letter, or deviated from, according to taste and circumstances."
oldv,Housekeeping in Old Virginia/ Containing Contributions from Two Hundred and Fifty Ladies in Virginia and Her Sister States,['Marion Cabell Tyree'],1878,American,"Housekeeping in Old Virginia/Containing Contributions from Two Hundred and Fifty Ladies in Virginia and Her Sister States, Distinguished for Their Skill in the Culinary Art, and Other Branches of Domestic Economy.","PREFACE. VIRGINIA, or the Old Dominion, as her children delight to call her, has always been famed for the style of her living. Taught by the example of her royal colonial governors, and the numerous adherents of King Charles, who brought hither in their exile the graces and luxuriousness of his brilliant court, she became noted among the colonies for the princely hospitality of her people and for the beauty and richness of their living. But when at length her great son in the House of Burgesses sounded the cry of war, and her people made haste to gird themselves for the long struggle, her daughters, not to be outdone either in services or patriotism, set about at once the inauguration of a plan of rigid retrenchment and reform in the domestic economy, while at the same time exhibiting to their sisters a noble example of devotion and self-sacrifice. Tearing the glittering arms of King George from their side-boards, and casting them, with their costly plate and jewels, as offerings into the lap of the Continental Congress, they intro-duced in their homes that new style of living in which, discard-ing all the showy extravagance of the old, and retaining only This system, which combines the thrifty frugality of New England with the less rigid style of Carolina, has been justly pronounced, by the throngs of admirers who have gathered from all quarters of the Union around the generous boards of her illustrious sons, as the very perfection of domestic art. It is the object of the compiler of this book, for she does not claim the title of author, to bring within the reach of every American housekeeper who may desire it, the domestic principles and practices of these famous Virginia homes. In doing this she has not sought to pursue the plan adopted by so many authors of such books--to depend upon her own authorship Through a long life it has been her good fortune to be a frequent visitor, and often the intimate guest and kinswoman, at many of these homes; and she has sought, by the opportunities thus afforded, and guided by her own extensive experience as a housekeeper, to gather and select from these numerous sources those things which seemed to her best and most useful to the practical housewife, and which, carefully observed, would bring the art within reach of all who have the ambition to acquire it. It will be seen that she is indebted to near 250 contributors to her book. Among these will be found many names famous through the land. The labors of the writer have been greatly lightened by the kindness of these contributors. And she desires in this public way to renew her thanks for the aid which they have given her, but even more for the goodness which prompts them, at cost of their sensitiveness, to allow her to append their names to the recipes which they furnish. The book, after great care in its preparation, is now offered to the public with much confidence. All that is here presented has been so thoroughly tested, and approved by so many of the best housekeepers in Virginia, that she feels it must meet with a cordial and very general reception at the hands of all accomplished housewives throughout the land, and will supply a long-felt and real need. If she shall thus succeed in disseminating a knowledge of the practice of the most admirable system of domestic art known in our country; always trusty and reliable; if she, above all, shall succeed in making American homes more attractive to American husbands, and spare them a resort to hotels and saloons for those simple luxuries which their wives know not how to provide; MARION CABELL TYREE. LYNCHBURG, VA., January, 1877."
pcdg,"Practical Cooking and Dinner Giving A
Treatise Containing Practical Instructions in Cooking; in the Combination and
Serving of Dishes; and in the Fashionable Modes of Entertaining at Breakfast,
Lunch, and Dinner",['Mary\nFoote Henderson'],1876,American,"Setting the Table and Serving the Dinner.
The Dinner Party. Cooking as an Accomplishment. Breakfast. Lunch. Gentlemen's
Suppers. Evening Parties. Something about Economy. Directions and Explanations.
Cooking Utensils. Bread, and Breakfast Cakes. Tea. Coffee. Chocolate. Cocoa.
Soup. Fish. Shell-fish. Sauces. Beef. Veal. Sweet-breads. Mutton. Lamb. Pork.
Poultry. Geese, Ducks, and Game. Vegetables. Shells, or Coquilles. Potting.
Macaroni. Eggs. Salads. Fritters. Pastry. Canning. Preserves. Pickles and
Catchups. Cheese. Sweet Sauces for Puddings. Puddings and Custards. Bavarian
Creams. Desserts of Rice. Wine Jellies. Cake. Candies. Ices. Cookery for the
Sick. Some Dishes for ""Baby"". How to Serve Fruits. Beverages. Suitable
Combination of Dishes. Serving of Wines. To Prepare Company Dinners. English
and French Glossary. General Index.","PREFACE. THE aim of this book is to indicate how to serve dishes, and to entertain
company at breakfast, lunch, and dinner, as well as to give cooking receipts.
Too many receipts are avoided, although quite enough are furnished for any
practical cook-book. There are generally only two or three really good modes of
cooking a material, and one becomes bewildered and discouraged in trying to
select and practice from books which contain often from a thousand to three
thousand receipts. No claim is laid to originality. ""Receipts which have not stood the test of
time and experience are of but little worth."" The author has willingly availed
herself of the labors of others, and, having carefully compared existing
works--adding here and subtracting there, as experience dictated--and having
also pursued courses of study with cooking teachers in America and in Europe,
she hopes that she has produced a simple and practical book, which will enable
a family to live well and in good style, and, at the same time, with reasonable
economy. The absence from previous publications of reliable Care has been taken to show how it is possible with moderate means to keep a
hospitable table, leaving each reader for herself to consider the manifold
advantages of making home, so far as good living is concerned, comfortable and
happy. M. F. H. ST. LOUIS, 1876."
prac,"Practical Sanitary and Economic Cooking, Adapted to Persons of Moderate and Small Means",['Mary W. Hinman. Abel'],1890,American,"General Introduction. The Kitchen. Proteid-Containing Foods (Animal Sort), and their Preparation. Fats and Oils. The Carbohydrate-Containing Foods and their Preparation. Cookery for the Sick. Twelve Bills of Fare. Twelve Cold Dinners.","PREFACE. Perhaps there is no better way of presenting to the public the facts which led to the creation of this valuable work, than by inserting the announcement which resulted in the exceedingly lively and able competition for the prize, as well as the merited honor which was certain to fall upon the successful competitor. It read as follows:  AMERICAN PUBLIC HEALTH ASSOCIATION. Two Prizes for Mr. Henry Lomb, of Rochester, N.Y., now well known to the American public as the originator of the ""Lomb Prize Essays,"" offers, through the American Public Health Association, two prizes for the current year, on the following subject: PRACTICAL SANITARY AND ECONOMIC COOKING First Prize, $500, - - - Second Prize, $200. JUDGES: Prof. Charles A. Lindsley, New Haven, Conn.; Prof. George H. Rohé, Baltimore, Md.; Prof. Victor C. Vaughan, Ann Arbor, Mich.; Mrs. Ellen H. Richards, Boston, Mass.; Miss Emma C.G. Polson, New Haven, Conn. CONDITIONS: The arrangement of the essay will be left to the discretion of the author. They are, however, All essays written for the above prizes must be in the hands of the Secretary, Dr. Irving A. Watson, Concord, N.H., on or before September 15, 1888. Each essay must bear a motto, and have accompanying it a securely sealed envelope containing the author's name and address, with the same motto upon the outside of the envelope. After the prize essays have been determined upon, the envelopes bearing the mottoes corresponding to the prize essays will be opened, and the awards made to the persons whose names are found within them. The remaining envelopes, unless the corresponding essays are reclaimed by authors or their representatives within thirty days after publication of the awrads, will be destroyed, unopened, by the Secretary. None of the judges will be allowed to compete for a prize. The judges will announce the awards at the Annual Meeting of the American Public Health Association, 1888. It is intended that the above essays shall be essentially American in their character and application, and Competition is open to authors of any nationality, but all the papers must be in the English language. IRVING A. WATSON, Secretary. CONCORD, N. H., February, 1888. The above circular was extensively circulated and published throughout the United States and the Dominion of Canada, with the result of bringing to the Secretary, within the specified time, seventy essays  REPORT OF COMMITTEE ON THE LOMB PRIZES. Your committee, to whom were referred the essays upon ""Practical Sanitary and Economic Cooking Adapted for Persons of Moderate and Small Means,"" respectfully report that they have perused with thoughtful and considerate attention the three score and ten essays which were submitted to them. A few of them were presented in beautiful specimens of type-writing, but the great majority of them were in manuscript, and some of them not in the most legible characters, a circumstance which, it will be appreciated, became an important matter, when considered in connection with the large number of competitors, and the fact that many of their papers were each of several hundred pages in length. The result of the labors of the committee is, that by unanimous approval, the first prize of $500 is awarded to the author of the essay bearing this inscription,-""The Five Food Priciples, illustrated by Practical Recipes."" Your committee would further report that although there were among the remaining sixty-nine a number of essays of considerable merit, there was no single one so prominently superior to others as to commend the approval of the majority of your committee, nor was there any which did not contain some errors of statement, which your committee did not feel justified in endorsing with the approval of this Association by the bestowal of a prize, or else which did not fall to meet some of the conditions upon which the prize was offered, or which was not otherwise objectionable because of literary defects. Your committee would therefore respectfully report that no essay was found among those submitted to them which they judged deserving of the second prize of $200. The committee consider it a duty, in awarding the prize, to emphasize the fact that of all the essays submitted the one selected is not only predominantly the best, but that it is also intrinsically an admirable treatise on the subject. It is simple and lucid in statement, methodical in arrangement, and well adapted to the practical wants of the classes to which it is addressed. Whoever may read it can have confidence in the soundness of its teachings, and cannot fail to be instructed in the art of cooking by its plain precepts, founded as they are upon the correct application of the scientific principles of chemistry and physiology to the proper preparation of food for man. All of which is respectfully submitted. C. A. LINDSLEY. GEORGE H. ROHÉ. V. C. VAUGHAN. ELLEN H. RICHARDS. EMMA C. G. POLSON. The American public is to be congratulated upon this useful and valuable contribution to the needs of its great army of working people, made possible through the humanitarian benevolence of a private citizen. This was the fifth prize offered by the same citizen, through the same channel, for the noble purpose of ameliorating, in some degree, the hardships which befall mankind in the tireless struggle for existence. That this essay may be placed in the hands of every family in the country, is his earnest desire as well as that of the Association; therefore a price barely covering the cost has been placed upon this volume. It is to be hoped, that Government departments, state and local boards of health, sanitary and benevolent associations, manufacturers, employers, etc., will purchase editions at cost, or otherwise aid in distributing this work among the people. Although a copyright has been placed upon these essays for legitimate protection, permission to publish under certain conditions, can be obtained by addressing the secretary. We commend this volume to the public, believing it to be an unequaled work upon ""Practical Sanitary and Economic Cooking, adapted to persons of moderate and small means."" Irving A. Watson Secretary American Public Health Association."
pres,Presbyterian Cookbook,['Dayton The Ladies of the First Presbyterian Church'],1873,American,"Soup, Fish, Oysters, Meats, Sauces and Catsups, Vegetables,
Salads, Puddings, Sauces, Custards, Creams, etc., Confectionery, Bread, Rolls
and Biscuit, Muffins, etc., Griddle Cakes, Fritters, etc., Cake, Layer Cakes,
Small Cakes, Pickles and Relishes, Canned Fruits and Vegetables, Drinks for
Family Use, Food for the Sick, Miscellaneous","PREFACE. In March last, the Ladies Society of the First Presbyterian Church, of
Dayton, hastily compiled and published a ""Cook Book,"" or a small collection of
recipes for plain household cooking. Five hundred copies were published, and,
notwithstanding the book contained some errors, and the arrangement was very
imperfect (necessarily so from the haste with which it was prepared for
publication), it met with such gratifying and unexpected success, that its
authors felt it to be their duty to revise and re-publish it. The present book is much larger than its predecessor, and the recipes it
contains have been selected with great care. Many of them were sent voluntarily
by parties who were willing to hold themselves responsible for their
excellence, while others were solicited, often at the cost of much time and
pains--a corn bread here, a pudding there, a salad from some one else--from
ladies who had gained a reputation for preparing this or that particular
dish. Our subject is an inexhaustable one, and this book does not venture into the
mystical realm of fancy cookery; but is a collection of safe and reliable
recipes for the preparation of plain food. The matter of the book, we claim, is all right; for the manner of it, we beg
indulgence. The phraseology is often Persons familiar with Dayton names, will recognize many who do not belong to
the Presbyterian sisterhood. We feel ourselves under great obligations to the
ladies who have assisted us, but we hope our book will prove so useful as to
amply repay them for their trouble. DAYTON, OHIO, July 1, 1873. ""What is worth doing at all, is worth doing well."""
